,transaction_id,transaction_datetime,customer_id,product_id,product_lvl1,product_lvl2,product_lvl3,product_lvl4,brand,price,description,rating,num_sold,quantity,unit_price,total_amount,payment_id,promotion_id,transaction_status,transaction_type,store_id
5291,5291,2022-12-14 07:00:16,9327,115,Đồ ăn,Thực phẩm đóng hộp,Thịt xông khói,Thịt xông khói Gà,Delimondo,65000,Thịt xông khói Gà Delimondo - Hương vị đặc trưng của Philippines.,4.6,1950,0,65000,0,5291.0,,Thành công,Hoàn tiền,8536
5292,5292,2022-02-03 10:56:40,5291,55,Thời trang Nam/Nữ,Áo khoác,Áo khoác dù,Áo khoác dù thể thao,Nike,1099000,Áo khoác dù thể thao Nike - Thích hợp cho các hoạt động thể thao ngoài trời.,2.1,1634,1,1099000,1099000,,5292.0,Đã xác nhận,Mua hàng,8917
5293,5293,2021-02-12 14:18:45,6663,11,Rau củ,Củ,Củ cải,Củ cải trắng,Fresh Produce,12000,Củ cải trắng Fresh Produce - Tươi ngon và giàu chất dinh dưỡng.,,1637,11,12000,132000,,5293.0,Đang xử lý,Thẻ tín dụng,8149
5294,5294,2022-12-04 03:56:25,8590,18,Rau củ,Rau,Ớt,Ớt chuông đỏ,Organic Veggies,25000,Ớt chuông đỏ Organic Veggies - Tươi ngon và giàu vitamin C.,1.6,512,6,25000,150000,5294.0,,Đang xử lý,Hoàn tiền,8732
5295,5295,2022-05-03 16:31:41,7466,9,Thương mại điện tử,Máy tính xách tay,Laptop Asus,Laptop Asus ZenBook,Asus,28000000,Laptop Asus ZenBook - Thiết kế sang trọng và màn hình chất lượng.,4.6,390,14,28000000,392000000,5295.0,5295.0,Đã giao hàng,Thanh toán trực tuyến,8519
5296,5296,2020-11-01 13:09:51,9220,105,Siêu thị,Đồ uống,Nước ép trái cây,Nước ép trái cây táo,Juice World,30000,Nước ép trái cây táo Juice World - Tươi mát và bổ dưỡng.,,744,5,30000,150000,5296.0,5296.0,Đã tiếp nhận,Thẻ tín dụng,8984
5297,5297,2022-12-06 03:10:43,9448,122,Sách,Sách tự lực,Sách phát triển bản thân,Đọc Vị Bất Kỳ Ai,David J. Lieberman,78000,Sách phát triển bản thân 'Đọc Vị Bất Kỳ Ai' của David J. Lieberman - Kỹ năng đọc tâm lý người khác.,5.0,1181,0,78000,0,5297.0,5297.0,Đã xác nhận,Thẻ tín dụng,8607
5298,5298,2022-07-01 11:14:21,735,125,Siêu thị,Thực phẩm tươi sống,Thịt lợn,Thịt lợn tươi,Local Meats,120000,Thịt lợn tươi Local Meats - Tươi ngon và thơm ngon.,4.6,952,7,120000,840000,,,Thành công,Hoàn tiền,8146
5299,5299,2022-12-16 08:21:29,6984,17,Túi xách và Ví,Túi xách nữ,Túi xách nữ thời trang,Túi xách nữ thời trang Fossil,Fossil,2099000,Túi xách nữ thời trang Fossil - Phong cách trẻ trung và năng động.,2.9,215,3,2099000,6297000,,,Thành công,Thanh toán trực tuyến,8601
5300,5300,2021-03-12 23:30:09,6810,104,Sách,Sách kỹ năng sống,Sách quản lý thời gian,7 Nguyên Tắc Quản Lý Thời Gian,NXB Lao Động,98000,Sách quản lý thời gian '7 Nguyên Tắc Quản Lý Thời Gian' - Hướng dẫn sắp xếp thời gian hiệu quả.,4.6,1053,0,98000,0,,5300.0,Đã hủy,Hoàn tiền,8072
5301,5301,2018-09-05 14:15:56,2290,145,Sách,Sách triết học,Triết lý cuộc sống,Từ Tốt Đến Vĩ Đại,Jim Collins,89000,Sách triết học 'Từ Tốt Đến Vĩ Đại' của Jim Collins - Cuốn sách giúp doanh nghiệp phát triển và thành công.,4.7,1119,2,89000,178000,,,Đang xử lý,Thanh toán,8760
5302,5302,2022-09-18 08:02:59,7357,52,Thương mại điện tử,Máy ảnh,Máy ảnh mirrorless,Sony Alpha A7III,Sony,33000000,Máy ảnh Sony Alpha A7III - Chụp ảnh chuyên nghiệp và quay video 4K.,3.5,71,12,33000000,396000000,,5302.0,Đã hoàn trả,Mua hàng,8104
5303,5303,2022-05-14 03:01:42,9415,110,Laptop và Máy tính,Laptop,ThinkPad,ThinkPad X1 Carbon,Lenovo,30990000,Lenovo ThinkPad X1 Carbon Gen 9 - Máy tính xách tay doanh nghiệp cao cấp.,4.9,786,5,30990000,154950000,5303.0,5303.0,Đang xử lý,Thẻ tín dụng,8125
5304,5304,2021-04-03 12:06:56,4782,44,Siêu thị,Thực phẩm đóng gói,Gạo,Gạo thơm,Premium Rice,45000,Gạo thơm Premium Rice - Thơm ngon và đậm đà hương vị.,4.9,957,0,45000,0,5304.0,5304.0,Đã tiếp nhận,Thẻ ghi nợ,8472
5305,5305,2022-01-09 10:06:47,5753,126,Đồng hồ,Đồng hồ nữ,Đồng hồ nữ dây da,Đồng hồ nữ dây da Daniel Wellington,Daniel Wellington,2799000,Đồng hồ nữ dây da Daniel Wellington - Phong cách tinh tế và thanh lịch.,2.3,82,10,2799000,27990000,5305.0,,Thành công,Mua hàng,8586
5306,5306,2022-10-27 07:25:43,6618,47,Rau củ,Rau,Bắp cải,Bắp cải xanh,Healthy Greens,22000,Bắp cải xanh Healthy Greens - Tươi ngon và giàu chất chống oxy hóa.,1.7,318,0,22000,0,,5306.0,Thành công,Thẻ ghi nợ,8687
5307,5307,2021-10-27 22:33:21,1346,122,Sách,Sách tự lực,Sách phát triển bản thân,Đọc Vị Bất Kỳ Ai,David J. Lieberman,78000,Sách phát triển bản thân 'Đọc Vị Bất Kỳ Ai' của David J. Lieberman - Kỹ năng đọc tâm lý người khác.,5.0,1181,0,78000,0,5307.0,5307.0,Đã hoàn trả,Mua hàng,8048
5308,5308,2018-01-05 08:30:37,6590,32,Đồ chơi và Trò chơi,Xếp hình,Xếp hình 3D,Xếp hình 3D Big Ben,Ravensburger,590000,Xếp hình 3D Big Ben Ravensburger - Giải trí và thư giãn cho cả gia đình.,2.6,657,2,590000,1180000,5308.0,5308.0,Đã giao hàng,Thanh toán,8446
5309,5309,2020-01-14 02:04:53,6985,32,Đồ chơi và Trò chơi,Xếp hình,Xếp hình 3D,Xếp hình 3D Big Ben,Ravensburger,590000,Xếp hình 3D Big Ben Ravensburger - Giải trí và thư giãn cho cả gia đình.,2.6,657,0,590000,0,5309.0,,Thành công,Mua hàng,8964
5310,5310,2022-12-14 02:36:13,7620,19,Tiêu dùng nhanh,Đồ uống,Nước ngọt,Nước ngọt Pepsi,PepsiCo,12000,Nước ngọt Pepsi PepsiCo - Hương vị cổ điển và sảng khoái.,4.7,472,1,12000,12000,,,Đã tiếp nhận,Mua hàng,8675
5311,5311,2021-07-24 04:20:25,6882,34,Đèn trang trí và Chiếu sáng,Đèn treo,Đèn treo phòng ngủ,Đèn treo phòng ngủ đẹp,Philips,699000,Đèn treo phòng ngủ đẹp Philips - Tạo không gian thư giãn và ấm cúng.,4.7,1288,0,699000,0,,5311.0,Đã giao hàng,Hoàn tiền,8483
5312,5312,2022-04-04 20:48:21,6012,32,Đồ chơi và Trò chơi,Xếp hình,Xếp hình 3D,Xếp hình 3D Big Ben,Ravensburger,590000,Xếp hình 3D Big Ben Ravensburger - Giải trí và thư giãn cho cả gia đình.,2.6,657,0,590000,0,,5312.0,Đang xử lý,Mua hàng,8984
5313,5313,2022-12-12 19:09:51,3175,12,Phụ kiện điện thoại,Ốp lưng điện thoại,Ốp lưng điện thoại iPhone,Ốp lưng điện thoại iPhone Silicone,Apple,490000,Ốp lưng điện thoại iPhone Silicone - Bảo vệ an toàn cho iPhone.,4.7,397,8,490000,3920000,5313.0,,Đã giao hàng,Mua hàng,8074
5314,5314,2022-12-04 02:03:08,6977,58,Sách,Sách tham khảo,Sách lịch sử,A Brief History of Time,Stephen Hawking,135000,Sách lịch sử 'A Brief History of Time' của Stephen Hawking - Giải thích về vũ trụ và thời gian.,4.9,1195,0,135000,0,5314.0,5314.0,Đã giao hàng,Thẻ tín dụng,8392
5315,5315,2021-06-10 23:16:57,9707,90,Siêu thị đồ ăn,Thực phẩm tươi sống,Rau cải,Rau cải xanh,Farm Fresh,15000,Rau cải xanh Farm Fresh - Tươi ngon và giàu dinh dưỡng.,4.7,287,16,15000,240000,,5315.0,Đã giao hàng,Thanh toán,8249
5316,5316,2019-08-11 13:42:31,5023,29,Đồ chơi và Trò chơi,Lego,Lego Technic,Lego Technic Excavator,Lego,899000,Lego Technic Excavator - Bộ lắp ráp siêu hấp dẫn với công nghệ động cơ.,1.9,549,1,899000,899000,5316.0,,Đang xử lý,Thanh toán,8262
5317,5317,2022-03-02 05:54:12,5894,116,Thương mại điện tử,Máy ảnh,Máy ảnh DSLR,Canon EOS 90D,Canon,25000000,Máy ảnh Canon EOS 90D - Chụp ảnh chất lượng cao và quay video 4K.,4.7,1361,12,25000000,300000000,5317.0,,Thành công,Thanh toán trực tuyến,8755
5318,5318,2021-09-21 22:36:43,5939,97,Siêu thị,Đồ uống,Bia,Bia Tiger,Tiger Beer,25000,Bia Tiger Tiger Beer - Vị đậm đà và thơm ngon.,4.8,183,2,25000,50000,5318.0,,Đang xử lý,Mua hàng,8378
5319,5319,2021-11-13 06:26:44,6017,65,Giày dép và Phụ kiện,Giày thể thao,Giày thể thao nam,Giày thể thao nam Air Jordan,Nike,2499000,Giày thể thao nam Air Jordan - Sự kết hợp hoàn hảo giữa thể thao và thời trang.,4.9,663,0,2499000,0,5319.0,,Đã xác nhận,Thanh toán trực tuyến,8661
5320,5320,2022-12-13 15:44:05,8842,85,Siêu thị đồ ăn,Thực phẩm đông lạnh,Thịt viên,Thịt viên xúc xích,Vietnamese Delights,45000,Thịt viên xúc xích Vietnamese Delights - Ăn liền tiện lợi và ngon miệng.,2.0,234,0,45000,0,5320.0,5320.0,Thành công,Mua hàng,8011
5321,5321,2020-09-04 01:10:15,8537,118,Siêu thị,Thực phẩm tươi sống,Trứng,Trứng gà đồng,Free-range Eggs,25000,Trứng gà đồng Free-range Eggs - Tươi ngon và dinh dưỡng cao.,4.7,1085,6,25000,150000,5321.0,5321.0,Đã giao hàng,Mua hàng,8755
5322,5322,2022-05-28 13:57:44,7952,136,Tiêu dùng nhanh,Đồ uống,Cà phê,Cà phê đen,Coffee Time,35000,Cà phê đen Coffee Time - Hương vị đậm đà và sảng khoái.,4.9,272,8,35000,280000,,5322.0,Đã giao hàng,Thanh toán,8471
5323,5323,2022-05-24 07:37:33,2320,76,Máy giặt và Máy sấy,Máy sấy,Máy sấy Electrolux,Máy sấy Electrolux EDP-2074PDW,Electrolux,6990000,Máy sấy Electrolux EDP-2074PDW - Sấy khô nhanh chóng và hiệu quả.,4.7,1463,12,6990000,83880000,,,Đã tiếp nhận,Hoàn tiền,8381
5324,5324,2022-03-20 13:38:49,2141,25,Tiêu dùng nhanh,Đồ ăn nhẹ,Kẹo,Kẹo caramen,Candy World,8000,Kẹo caramen Candy World - Vị ngọt dịu dàng và thơm ngon.,5.0,213,0,8000,0,5324.0,5324.0,Đã hủy,Thẻ tín dụng,8609
5325,5325,2022-04-24 22:10:12,1216,31,Thời trang Nam/Nữ,Đầm,Đầm nữ,Đầm nữ dự tiệc,H&M,790000,Đầm nữ dự tiệc H&M - Nổi bật và quyến rũ trong bất kỳ buổi tiệc nào.,4.6,1419,0,790000,0,,5325.0,Đã hoàn trả,Thanh toán,8574
5326,5326,2018-05-27 05:14:36,4567,106,Đồ ăn,Thực phẩm tươi sống,Hải sản,Cá hồi tươi,Fresh Seafood,70000,Cá hồi tươi Fresh Seafood - Tươi ngon và giàu omega-3.,4.9,559,0,70000,0,5326.0,5326.0,Đã giao hàng,Thanh toán trực tuyến,8944
5327,5327,2022-02-03 11:36:24,1660,50,Quần áo,Áo thun,Áo thun nữ,Áo thun nữ H&M,H&M,150000,Áo thun nữ H&M - Thời trang và thoải mái.,4.6,933,9,150000,1350000,,,Đã tiếp nhận,Thẻ ghi nợ,8803
5328,5328,2020-10-12 07:48:50,9809,66,Thể thao và Dã ngoại,Xe đạp,Xe đạp địa hình,Xe đạp địa hình MTB Giant,Giant,17990000,Xe đạp địa hình MTB Giant - Trải nghiệm thú vị trên mọi địa hình.,5.0,188,0,17990000,0,5328.0,,Đang xử lý,Thanh toán,8756
5329,5329,2020-11-30 19:36:58,9524,85,Siêu thị đồ ăn,Thực phẩm đông lạnh,Thịt viên,Thịt viên xúc xích,Vietnamese Delights,45000,Thịt viên xúc xích Vietnamese Delights - Ăn liền tiện lợi và ngon miệng.,2.0,234,10,45000,450000,5329.0,,Đã xác nhận,Thẻ ghi nợ,8765
5330,5330,2022-05-14 04:14:39,9227,103,Laptop và Máy tính,Laptop,MacBook,MacBook Air,Apple,27990000,Apple MacBook Air 2020 - Máy tính xách tay siêu mỏng và nhẹ.,4.7,687,7,27990000,195930000,5330.0,5330.0,Đang xử lý,Mua hàng,8349
5331,5331,2022-07-31 15:31:26,4366,120,Tiêu dùng nhanh,Đồ ăn nhẹ,Bánh quy,Bánh quy socola,Sweet Treats,15000,Bánh quy socola Sweet Treats - Ăn vặt ngọt ngào và thơm ngon.,4.9,761,1,15000,15000,,5331.0,Đã tiếp nhận,Hoàn tiền,8304
5332,5332,2022-11-21 08:03:59,208,109,Phụ kiện điện thoại,Pin dự phòng,Pin dự phòng 10000mAh,Pin dự phòng 10000mAh Anker,Anker,690000,Pin dự phòng 10000mAh Anker - Sạc nhanh và tiện lợi.,2.8,1291,7,690000,4830000,5332.0,5332.0,Đã xác nhận,Thanh toán,8236
5333,5333,2022-12-05 18:33:44,8825,16,Siêu thị đồ ăn,Thực phẩm đông lạnh,Hải sản,Cá hồi tươi,Fresh Seafood,70000,Cá hồi tươi Fresh Seafood - Tươi ngon và giàu omega-3.,3.8,1205,4,70000,280000,5333.0,5333.0,Đang xử lý,Mua hàng,8865
5334,5334,2021-08-11 03:24:10,774,44,Siêu thị,Thực phẩm đóng gói,Gạo,Gạo thơm,Premium Rice,45000,Gạo thơm Premium Rice - Thơm ngon và đậm đà hương vị.,4.9,957,18,45000,810000,5334.0,,Thành công,Mua hàng,8585
5335,5335,2020-09-15 01:29:49,2626,40,Tiêu dùng nhanh,Đồ ăn nhanh,Bánh mỳ,Bánh mỳ thịt nguội,Bakery Delights,25000,Bánh mỳ thịt nguội Bakery Delights - Ăn sáng ngon lành và no nê.,5.0,1784,12,25000,300000,5335.0,5335.0,Đã giao hàng,Thẻ ghi nợ,8636
5336,5336,2022-12-12 17:58:15,2418,3,Thời trang Nam/Nữ,Áo sơ mi,Áo sơ mi nam,Áo sơ mi nam trắng,Zara,590000,Áo sơ mi nam trắng Zara - Phong cách lịch lãm và trẻ trung.,4.7,760,2,590000,1180000,,,Đã tiếp nhận,Thanh toán,8107
5337,5337,2022-03-02 04:26:28,9831,22,Siêu thị đồ ăn,Thực phẩm đóng gói,Bánh quy,Bánh quy sữa,Biscuit Masters,15000,Bánh quy sữa Biscuit Masters - Ăn vặt ngon miệng.,4.7,321,13,15000,195000,,5337.0,Thành công,Thẻ tín dụng,8682
5338,5338,2022-12-14 01:13:24,1496,127,Siêu thị đồ ăn,Thực phẩm đóng gói,Mì gói,Mì gói hương gà,Nissin,8000,Mì gói hương gà Nissin - Ăn liền nhanh chóng và tiện lợi.,4.7,519,0,8000,0,5338.0,,Đã xác nhận,Thanh toán,8898
5339,5339,2022-12-30 12:06:35,5360,130,Điện thoại di động,Smartphone,iPhone,iPhone 13 Pro,Apple,26990000,iPhone 13 Pro 128GB - Máy tính di động hàng đầu của Apple.,4.8,85,0,26990000,0,5339.0,5339.0,Đang xử lý,Thẻ tín dụng,8128
5340,5340,2022-04-05 21:53:34,3235,42,Thể thao và Dã ngoại,Gậy golf,Gậy golf nam,Gậy golf nam Callaway Epic Speed,Callaway,3499000,Gậy golf nam Callaway Epic Speed - Đánh bóng xa và chính xác.,,592,2,3499000,6998000,5340.0,5340.0,Đã hoàn trả,Hoàn tiền,8534
5341,5341,2022-07-21 12:19:26,3038,65,Giày dép và Phụ kiện,Giày thể thao,Giày thể thao nam,Giày thể thao nam Air Jordan,Nike,2499000,Giày thể thao nam Air Jordan - Sự kết hợp hoàn hảo giữa thể thao và thời trang.,4.9,663,0,2499000,0,5341.0,5341.0,Đang xử lý,Mua hàng,8508
5342,5342,2021-07-04 11:43:39,682,100,Tiêu dùng nhanh,Đồ ăn nhẹ,Khoai tây chiên,Khoai tây chiên phô mai,Snack Delights,18000,Khoai tây chiên phô mai Snack Delights - Ăn vặt thú vị và ngon miệng.,3.5,1563,0,18000,0,5342.0,,Đã hủy,Thẻ tín dụng,8995
5343,5343,2021-01-12 14:11:29,7828,90,Siêu thị đồ ăn,Thực phẩm tươi sống,Rau cải,Rau cải xanh,Farm Fresh,15000,Rau cải xanh Farm Fresh - Tươi ngon và giàu dinh dưỡng.,4.7,287,0,15000,0,,5343.0,Đã hoàn trả,Thanh toán,8473
5344,5344,2022-12-14 12:15:48,3675,137,Làm đẹp và Chăm sóc cá nhân,Máy tạo kiểu tóc,Máy tạo kiểu tóc 2 trong 1,Máy tạo kiểu tóc 2 trong 1 Philips,Philips,549000,Máy tạo kiểu tóc 2 trong 1 Philips - Tạo kiểu tóc dễ dàng.,4.7,977,0,549000,0,,,Đã giao hàng,Mua hàng,8420
5345,5345,2022-04-30 22:14:46,2680,4,Đồ chơi và Trò chơi,Lego,Lego Creator,Lego Creator Expert,Lego,1499000,Lego Creator Expert - Bộ lắp ráp cổ điển với độ khó cao.,4.5,1993,1,1499000,1499000,,,Thành công,Thẻ tín dụng,8545
5346,5346,2022-03-05 07:00:41,1776,116,Thương mại điện tử,Máy ảnh,Máy ảnh DSLR,Canon EOS 90D,Canon,25000000,Máy ảnh Canon EOS 90D - Chụp ảnh chất lượng cao và quay video 4K.,4.7,1361,15,25000000,375000000,5346.0,5346.0,Thành công,Hoàn tiền,8753
5347,5347,2022-12-29 17:32:53,7534,91,Làm đẹp và Chăm sóc cá nhân,Son môi,Son môi đỏ,Son môi đỏ Mac,MAC,329000,Son môi đỏ Mac - Màu sắc tươi tắn và lâu trôi.,4.8,1942,10,329000,3290000,5347.0,,Đã giao hàng,Mua hàng,8858
5348,5348,2021-03-28 16:09:16,145,122,Sách,Sách tự lực,Sách phát triển bản thân,Đọc Vị Bất Kỳ Ai,David J. Lieberman,78000,Sách phát triển bản thân 'Đọc Vị Bất Kỳ Ai' của David J. Lieberman - Kỹ năng đọc tâm lý người khác.,5.0,1181,0,78000,0,5348.0,5348.0,Đã giao hàng,Hoàn tiền,8672
5349,5349,2022-01-09 13:43:59,8424,6,Thương mại điện tử,Điện thoại di động,Điện thoại iPhone,iPhone 13 Pro,Apple,33000000,Điện thoại iPhone 13 Pro - Thiết kế tinh tế và hiệu năng mạnh mẽ.,4.9,1404,11,33000000,363000000,5349.0,5349.0,Đã hủy,Mua hàng,8492
5350,5350,2022-12-26 14:51:25,5081,8,Túi xách và Ví,Ví nam,Ví nam da bò,Ví nam da bò Montblanc,Montblanc,4999000,Ví nam da bò Montblanc - Phong cách sang trọng và thanh lịch.,4.8,226,0,4999000,0,5350.0,5350.0,Đã hủy,Thanh toán trực tuyến,8822
5351,5351,2022-01-10 11:39:03,9257,52,Thương mại điện tử,Máy ảnh,Máy ảnh mirrorless,Sony Alpha A7III,Sony,33000000,Máy ảnh Sony Alpha A7III - Chụp ảnh chuyên nghiệp và quay video 4K.,3.5,71,15,33000000,495000000,5351.0,5351.0,Đã giao hàng,Thanh toán,8553
5352,5352,2022-04-07 07:22:41,614,45,Rau củ,Củ,Khoai tây,Khoai tây tím,Garden Fresh,25000,Khoai tây tím Garden Fresh - Tươi ngon và giàu chất chống oxy hóa.,4.8,303,3,25000,75000,5352.0,,Đã tiếp nhận,Mua hàng,8828
5353,5353,2022-01-30 02:15:15,3139,133,Siêu thị,Thực phẩm đóng hộp,Sữa đặc,Sữa đặc hộp pha,Nestle,35000,Sữa đặc hộp pha Nestle - Thơm ngon và bổ dưỡng.,3.7,1657,13,35000,455000,,5353.0,Đã tiếp nhận,Mua hàng,8983
5354,5354,2022-01-25 20:13:35,346,80,Tiêu dùng nhanh,Đồ ăn nhanh,Hamburger,Hamburger bò,Fast Food Co.,45000,Hamburger bò Fast Food Co. - Ăn nhanh và ngon miệng.,3.0,1513,1,45000,45000,5354.0,,Đã giao hàng,Thẻ tín dụng,8161
5355,5355,2015-12-08 14:48:54,4473,34,Đèn trang trí và Chiếu sáng,Đèn treo,Đèn treo phòng ngủ,Đèn treo phòng ngủ đẹp,Philips,699000,Đèn treo phòng ngủ đẹp Philips - Tạo không gian thư giãn và ấm cúng.,4.7,1288,10,699000,6990000,5355.0,5355.0,Đã tiếp nhận,Thẻ ghi nợ,8398
5356,5356,2022-01-02 12:25:20,7080,112,Sách,Sách tự lực,Sách phát triển bản thân,Nhà Giàu Kẻ Khó,NXB Trẻ,72000,Sách phát triển bản thân 'Nhà Giàu Kẻ Khó' - Cẩm nang tự lực và thành công.,4.7,584,0,72000,0,5356.0,5356.0,Thành công,Thanh toán trực tuyến,8931
5357,5357,2014-12-03 23:43:03,4298,12,Phụ kiện điện thoại,Ốp lưng điện thoại,Ốp lưng điện thoại iPhone,Ốp lưng điện thoại iPhone Silicone,Apple,490000,Ốp lưng điện thoại iPhone Silicone - Bảo vệ an toàn cho iPhone.,4.7,397,2,490000,980000,,5357.0,Đã tiếp nhận,Thanh toán trực tuyến,8258
5358,5358,2022-11-12 20:52:58,2979,9,Thương mại điện tử,Máy tính xách tay,Laptop Asus,Laptop Asus ZenBook,Asus,28000000,Laptop Asus ZenBook - Thiết kế sang trọng và màn hình chất lượng.,4.6,390,0,28000000,0,,,Đang xử lý,Thẻ ghi nợ,8817
5359,5359,2022-10-02 02:35:15,5849,141,Sách,Sách kỹ năng sống,Sách tâm lý,Đắc Nhân Tâm,Dale Carnegie,95000,Sách tâm lý 'Đắc Nhân Tâm' - Cuốn sách giúp cải thiện kỹ năng giao tiếp và gặt hái thành công.,5.0,1344,2,95000,190000,5359.0,,Thành công,Thanh toán,8767
5360,5360,2022-03-17 23:32:04,856,13,Thể thao và Dã ngoại,Balo leo núi,Balo leo núi phong cách,Balo leo núi The North Face,The North Face,1990000,Balo leo núi The North Face - Đối tác đáng tin cậy trên mỗi cuộc hành trình.,4.8,854,0,1990000,0,5360.0,5360.0,Đã tiếp nhận,Mua hàng,8045
5361,5361,2022-10-10 07:27:05,3648,98,Siêu thị đồ ăn,Thực phẩm tươi sống,Thịt bò,Thịt bò tươi,Local Meats,90000,Thịt bò tươi Local Meats - Tươi ngon và thơm ngon.,3.7,1133,5,90000,450000,5361.0,,Đã hoàn trả,Hoàn tiền,8847
5362,5362,2022-03-24 19:08:08,8412,37,Giày dép và Phụ kiện,Giày cao gót,Giày cao gót nữ,Giày cao gót nữ mũi nhọn,Jimmy Choo,7599000,Giày cao gót nữ mũi nhọn Jimmy Choo - Sự thanh lịch và quyến rũ.,,1738,0,7599000,0,5362.0,5362.0,Đã tiếp nhận,Mua hàng,8429
5363,5363,2022-08-04 15:40:05,7629,140,Sách,Sách tiểu thuyết,Tiểu thuyết tình yêu,Người Đàn Bà Bí Ẩn,Kim Đồng,79000,Tiểu thuyết tình yêu 'Người Đàn Bà Bí Ẩn' - Câu chuyện lãng mạn và cảm động.,5.0,572,0,79000,0,5363.0,,Đã giao hàng,Thẻ tín dụng,8772
5364,5364,2021-02-27 11:39:49,6792,109,Phụ kiện điện thoại,Pin dự phòng,Pin dự phòng 10000mAh,Pin dự phòng 10000mAh Anker,Anker,690000,Pin dự phòng 10000mAh Anker - Sạc nhanh và tiện lợi.,2.8,1291,0,690000,0,5364.0,5364.0,Thành công,Thanh toán trực tuyến,8557
5365,5365,2019-11-03 10:45:19,9400,104,Sách,Sách kỹ năng sống,Sách quản lý thời gian,7 Nguyên Tắc Quản Lý Thời Gian,NXB Lao Động,98000,Sách quản lý thời gian '7 Nguyên Tắc Quản Lý Thời Gian' - Hướng dẫn sắp xếp thời gian hiệu quả.,4.6,1053,11,98000,1078000,5365.0,,Đang xử lý,Thanh toán,8825
